aX,aY,aZ,gX,gY,gZ
-0.211,0.417,1.172,35.339,-67.566,-14.526
-0.228,0.460,1.176,44.006,-58.960,-16.479
-0.229,0.487,1.124,49.744,-51.086,-19.287
-0.215,0.448,1.049,56.152,-45.288,-24.902
-0.214,0.432,1.012,56.885,-43.884,-28.931
-0.196,0.466,1.004,54.688,-44.739,-31.616
-0.178,0.379,1.001,56.580,-44.983,-37.537
-0.170,0.317,1.012,59.875,-45.105,-42.358
-0.178,0.313,1.018,65.918,-43.884,-43.823
-0.193,0.268,1.043,70.374,-42.969,-47.302
-0.214,0.254,1.099,70.862,-43.457,-50.354
-0.238,0.242,1.173,68.054,-43.701,-53.162
-0.240,0.211,1.217,66.406,-41.626,-56.335
-0.244,0.148,1.269,66.223,-38.635,-59.326
-0.252,0.117,1.352,70.496,-35.767,-60.303
-0.267,0.159,1.406,76.843,-30.090,-59.631
-0.287,0.189,1.382,84.351,-20.874,-61.157
-0.272,0.166,1.368,86.853,-13.672,-65.491
-0.259,0.062,1.385,85.266,-10.010,-71.472
-0.259,-0.004,1.366,84.473,-4.761,-74.768
-0.266,-0.080,1.333,85.693,0.122,-76.233
-0.273,-0.109,1.356,82.886,2.380,-76.843
-0.269,-0.083,1.409,79.651,4.211,-76.477
-0.266,-0.110,1.388,77.698,10.132,-78.918
-0.252,-0.148,1.365,73.425,15.747,-81.482
-0.237,-0.187,1.378,67.261,17.883,-83.130
-0.206,-0.256,1.393,60.608,20.691,-85.327
-0.191,-0.356,1.359,54.260,25.330,-86.609
-0.181,-0.398,1.293,53.162,30.823,-86.182
-0.174,-0.405,1.298,52.490,31.372,-83.740
-0.171,-0.476,1.316,48.401,30.945,-83.923
-0.152,-0.480,1.371,41.199,30.701,-82.275
-0.129,-0.524,1.391,36.072,32.532,-80.750
-0.099,-0.609,1.345,35.828,37.354,-80.139
-0.076,-0.664,1.314,37.720,41.077,-77.209
-0.063,-0.708,1.330,38.208,41.748,-72.205
-0.052,-0.690,1.392,36.987,41.687,-66.162
-0.042,-0.659,1.470,33.936,43.213,-60.303
-0.043,-0.708,1.429,32.593,50.476,-58.533
-0.033,-0.733,1.344,30.090,58.105,-55.664
-0.014,-0.836,1.259,26.367,61.218,-54.077
0.006,-0.946,1.245,23.193,60.425,-50.842
0.012,-0.969,1.315,22.522,57.800,-42.969
0.012,-0.874,1.375,24.719,59.082,-33.325
0.016,-0.838,1.309,26.550,66.284,-27.222
0.025,-0.849,1.228,24.231,72.144,-24.475
0.049,-0.837,1.205,19.043,72.083,-21.118
0.074,-0.901,1.147,13.000,73.181,-18.677
0.089,-0.937,1.063,8.545,75.256,-15.137
0.103,-0.866,1.055,3.357,73.120,-7.629
0.110,-0.835,1.096,-1.892,69.397,-2.686
0.115,-0.856,1.062,-3.845,70.679,-0.793
0.124,-0.860,0.984,-4.211,73.669,2.930
0.134,-0.839,0.954,-6.348,72.754,7.996
0.140,-0.831,0.942,-10.132,70.313,12.512
0.152,-0.841,0.861,-11.292,71.167,16.052
0.163,-0.855,0.779,-11.047,70.679,19.775
0.180,-0.823,0.767,-12.085,65.857,24.902
0.195,-0.783,0.765,-14.282,61.279,29.358
0.214,-0.714,0.802,-16.846,56.885,32.898
0.219,-0.673,0.849,-21.545,52.856,35.461
0.221,-0.625,0.888,-25.513,52.063,37.659
0.219,-0.617,0.891,-27.039,52.734,39.368
0.212,-0.624,0.831,-28.198,55.115,39.551
0.207,-0.580,0.771,-30.640,55.237,41.809
0.213,-0.563,0.749,-34.119,51.880,42.419
0.210,-0.578,0.760,-38.574,48.218,42.542
0.209,-0.583,0.799,-43.884,45.593,43.701
0.202,-0.554,0.796,-45.898,45.837,45.837
0.203,-0.520,0.733,-44.006,48.767,47.729
0.222,-0.499,0.651,-42.786,49.927,48.523
0.240,-0.499,0.623,-45.105,47.058,49.438
0.258,-0.443,0.654,-45.288,42.603,51.880
0.262,-0.411,0.640,-43.884,41.260,53.833
0.257,-0.389,0.556,-44.006,43.091,54.688
0.257,-0.258,0.568,-45.349,39.612,57.312
0.268,-0.226,0.630,-48.828,33.447,56.030
0.278,-0.238,0.623,-48.340,33.020,52.734
0.291,-0.218,0.629,-47.241,33.081,52.795
0.299,-0.228,0.595,-44.800,33.203,52.490
0.303,-0.208,0.524,-42.419,34.729,53.284
0.294,-0.199,0.480,-41.565,33.081,54.199
0.298,-0.164,0.436,-39.795,29.846,54.504
0.292,-0.106,0.407,-39.429,25.330,54.810
0.295,-0.065,0.425,-44.373,18.982,54.321
0.300,-0.057,0.477,-51.086,12.695,52.246
0.306,-0.053,0.485,-52.612,10.071,50.720
0.300,-0.070,0.475,-51.147,10.132,50.232
0.300,0.012,0.443,-45.654,9.399,52.002
0.303,0.021,0.366,-39.795,9.094,51.758
0.302,0.005,0.339,-36.987,5.432,49.438
0.302,0.023,0.343,-35.156,-0.061,49.683
0.297,-0.010,0.348,-32.959,-3.723,48.157
0.292,0.017,0.385,-34.607,-8.057,49.316
0.286,0.058,0.425,-37.964,-12.268,51.697

0.263,0.150,0.516,-37.231,-16.479,53.833
0.251,0.244,0.551,-30.457,-16.846,54.260
0.243,0.329,0.530,-23.804,-14.587,53.040
0.236,0.349,0.523,-21.179,-14.771,49.377
0.240,0.297,0.500,-18.127,-15.930,44.189
0.234,0.271,0.454,-15.869,-17.212,41.992
0.222,0.282,0.421,-15.869,-19.714,42.053
0.217,0.257,0.420,-17.212,-24.048,40.100
0.223,0.230,0.393,-13.550,-27.283,37.720
0.221,0.213,0.354,-4.639,-29.419,36.743
0.224,0.297,0.389,2.808,-35.034,37.964
0.231,0.350,0.474,3.723,-42.297,37.781
0.233,0.235,0.484,4.150,-44.678,31.799
0.219,0.292,0.487,4.150,-45.471,31.555
0.208,0.391,0.599,5.005,-47.302,33.020
0.259,0.394,0.574,6.287,-45.715,28.870
0.205,0.390,0.700,2.991,-49.927,24.963
0.184,0.443,0.661,3.357,-46.143,23.315
0.451,0.366,0.739,7.324,-44.617,20.447
0.190,0.359,0.645,41.016,-43.213,19.226
0.126,0.193,0.471,39.124,-34.180,8.484
0.086,0.159,0.265,15.869,-38.452,15.564
0.085,0.091,0.440,15.808,-57.312,17.639
0.077,0.093,0.662,16.602,-73.425,21.484
0.054,0.238,0.651,24.963,-69.458,29.053
0.035,0.345,0.600,31.250,-65.674,31.616
0.014,0.427,0.670,27.832,-71.594,29.053
0.002,0.512,0.752,27.405,-76.782,25.452
0.019,0.516,0.865,28.137,-78.186,18.738
-0.071,0.388,0.918,51.147,-78.064,11.353
-0.030,0.537,1.154,48.950,-79.102,10.376
-0.042,0.409,1.020,26.306,-65.918,6.226
0.280,0.363,0.850,44.678,-54.993,1.526
-0.207,0.337,0.949,118.530,-59.448,0.488
-0.117,0.776,1.189,55.054,-72.693,13.306
-0.114,0.467,0.981,43.640,-60.059,-5.676
-0.122,0.398,0.965,40.955,-60.730,-11.719
-0.138,0.438,1.101,37.781,-70.740,-9.521
-0.155,0.423,1.178,37.964,-71.777,-12.878
-0.172,0.436,1.216,34.973,-68.604,-15.686
-0.194,0.417,1.214,32.715,-64.697,-19.653
-0.221,0.402,1.204,34.546,-61.218,-23.804
-0.233,0.439,1.253,35.217,-61.035,-25.818
-0.242,0.436,1.317,35.461,-60.730,-29.724
-0.257,0.387,1.305,37.537,-55.847,-35.095
-0.278,0.383,1.257,39.612,-50.293,-38.452
-0.279,0.380,1.245,39.001,-48.523,-41.931
-0.268,0.319,1.271,34.912,-49.683,-47.485
-0.258,0.223,1.260,33.447,-47.607,-52.490
-0.257,0.185,1.242,33.752,-44.373,-54.260
-0.261,0.184,1.205,34.729,-41.809,-54.382
-0.267,0.149,1.128,35.522,-39.124,-57.129
-0.265,0.118,1.135,34.485,-40.833,-59.692
-0.270,0.117,1.252,30.945,-46.387,-60.486
-0.320,0.144,1.370,29.968,-47.180,-60.974
-0.247,0.244,1.406,28.381,-41.504,-62.744
-0.255,0.078,1.309,37.292,-31.067,-70.435
-0.238,-0.054,1.216,38.818,-23.987,-75.195
-0.230,-0.109,1.204,41.992,-23.193,-74.951
-0.242,-0.089,1.241,43.274,-24.048,-72.266
-0.257,-0.125,1.258,41.260,-22.278,-72.083
-0.281,-0.233,1.258,36.682,-19.958,-74.768
-0.306,-0.261,1.286,32.288,-19.287,-73.425
-0.304,-0.219,1.330,31.555,-18.372,-70.068
-0.290,-0.204,1.335,30.396,-14.404,-69.214
-0.268,-0.240,1.316,26.855,-9.644,-69.702
-0.252,-0.329,1.283,25.208,-6.165,-70.618
-0.231,-0.393,1.243,28.931,-2.686,-69.092
-0.260,-0.436,1.250,33.447,-0.793,-64.941
-0.264,-0.397,1.318,35.706,-1.587,-60.730
-0.256,-0.435,1.377,32.654,-0.977,-60.425
-0.246,-0.531,1.404,29.053,3.235,-61.462
-0.222,-0.611,1.385,29.358,9.216,-59.875
-0.197,-0.657,1.350,30.151,15.015,-55.298
-0.179,-0.679,1.361,29.907,18.738,-50.476
-0.157,-0.686,1.388,30.823,22.583,-45.776
-0.152,-0.715,1.402,33.020,27.588,-42.480
-0.156,-0.722,1.374,34.912,33.813,-38.818
-0.154,-0.698,1.378,37.476,38.025,-34.241
-0.149,-0.690,1.400,37.476,39.978,-31.006
-0.141,-0.678,1.392,33.508,43.335,-27.771
-0.143,-0.723,1.381,27.649,46.936,-26.245
-0.130,-0.740,1.368,22.827,50.659,-23.865
-0.116,-0.802,1.307,19.653,55.481,-21.179
-0.102,-0.799,1.262,16.541,59.631,-17.090
-0.081,-0.761,1.230,14.771,62.012,-11.230
-0.065,-0.777,1.184,13.306,64.026,-8.179
-0.048,-0.711,1.152,8.484,64.453,-3.113
-0.032,-0.616,1.129,3.479,63.965,1.343
-0.010,-0.619,1.106,-2.686,63.171,2.014
-0.001,-0.625,1.102,-8.728,62.317,2.258
0.007,-0.581,1.125,-13.062,61.462,5.676
0.007,-0.566,1.109,-12.878,63.538,7.812
0.006,-0.560,1.054,-11.047,66.711,9.399
0.013,-0.539,1.022,-10.071,67.200,11.475
0.020,-0.585,0.983,-10.376,66.284,12.878
0.026,-0.575,0.963,-11.230,65.247,15.198
0.034,-0.553,0.949,-13.245,63.354,19.104
0.028,-0.564,0.933,-15.625,62.866,20.508
0.031,-0.522,0.937,-16.602,61.768,23.560
0.036,-0.495,0.916,-16.418,61.646,25.330
0.045,-0.416,0.893,-17.639,61.279,28.076
0.062,-0.404,0.888,-22.583,59.692,28.259
0.085,-0.413,0.911,-28.931,57.312,27.588
0.109,-0.490,0.894,-31.555,57.800,27.405
0.119,-0.485,0.871,-29.236,59.692,29.846
0.129,-0.440,0.802,-24.475,62.927,33.936
0.137,-0.432,0.677,-21.179,64.819,35.583
0.151,-0.453,0.648,-25.940,59.692,35.950
0.171,-0.491,0.699,-30.640,52.063,37.048
0.177,-0.499,0.758,-32.593,48.035,39.490
0.174,-0.464,0.756,-31.128,48.889,43.091
0.178,-0.426,0.679,-27.893,51.819,45.593
0.173,-0.367,0.645,-28.503,50.476,46.692
0.185,-0.394,0.643,-31.555,46.509,46.021
0.195,-0.439,0.656,-31.982,43.152,45.227
0.211,-0.377,0.681,-31.189,40.894,49.622
0.222,-0.395,0.607,-28.687,42.175,51.270
0.229,-0.391,0.537,-28.809,41.992,53.040

0.245,-0.354,0.569,-34.851,31.616,57.495
0.245,-0.379,0.585,-37.842,29.236,58.411
0.238,-0.343,0.527,-37.964,30.029,61.462
0.227,-0.315,0.412,-36.255,31.250,64.148
0.220,-0.227,0.434,-37.354,25.269,66.895
0.219,-0.234,0.489,-39.734,18.433,67.627
0.214,-0.202,0.497,-38.513,17.273,68.420
0.216,-0.161,0.472,-35.461,16.785,71.106
0.217,-0.149,0.430,-33.997,16.174,71.655
0.222,-0.090,0.400,-33.875,13.977,73.547
0.205,-0.050,0.398,-33.813,10.071,74.951
0.206,0.031,0.440,-31.128,5.432,76.355
0.201,0.046,0.453,-27.893,2.991,76.294
0.200,0.136,0.428,-23.621,2.686,77.148
0.200,0.195,0.382,-20.935,1.160,77.576
0.208,0.187,0.374,-22.827,-3.174,74.707
0.195,0.135,0.381,-26.123,-7.812,71.777
0.181,0.187,0.361,-26.184,-10.559,72.510
0.166,0.213,0.315,-24.536,-13.062,72.876
0.140,0.224,0.294,-25.513,-17.944,71.350
0.122,0.284,0.335,-25.269,-25.146,71.533
0.115,0.380,0.420,-21.790,-31.555,71.289
0.120,0.391,0.450,-15.869,-34.302,68.542
0.114,0.448,0.482,-11.292,-35.767,66.528
0.127,0.501,0.539,-8.972,-38.879,65.002
0.141,0.439,0.555,-7.629,-39.673,59.143
0.138,0.430,0.522,-9.277,-38.574,56.274
0.126,0.389,0.438,-10.071,-38.025,53.955
0.118,0.325,0.377,-9.949,-41.260,51.392
0.096,0.321,0.368,-8.789,-47.791,51.575
0.060,0.353,0.438,-7.019,-56.030,53.284
0.031,0.456,0.589,-2.991,-64.819,54.932
0.003,0.550,0.721,3.113,-68.787,54.565
-0.014,0.567,0.766,5.066,-67.627,50.659
-0.036,0.508,0.772,3.113,-65.674,44.861
-0.043,0.519,0.770,3.723,-64.331,42.175
-0.049,0.548,0.786,6.042,-64.209,40.222
-0.052,0.652,0.852,9.216,-65.735,38.574
-0.049,0.635,0.876,11.902,-65.063,33.630
-0.059,0.563,0.879,12.512,-63.293,26.855
-0.072,0.545,0.893,14.709,-63.049,24.292
-0.089,0.472,0.869,19.897,-62.317,21.118
-0.102,0.574,0.888,24.597,-63.293,21.301
-0.114,0.625,0.934,25.269,-65.857,19.714
-0.130,0.589,0.985,24.841,-67.566,13.062
-0.140,0.611,1.049,25.513,-68.542,9.705
-0.158,0.633,1.110,31.067,-67.627,7.019
-0.178,0.659,1.145,38.452,-64.636,4.150
-0.195,0.636,1.139,45.898,-60.181,-0.061
-0.209,0.638,1.160,50.415,-57.434,-3.601
-0.216,0.687,1.203,52.246,-55.420,-7.202
-0.215,0.649,1.170,53.162,-50.171,-14.282
-0.209,0.571,1.071,53.772,-44.128,-22.217
-0.198,0.464,0.980,53.833,-42.358,-27.832
-0.202,0.395,0.995,53.894,-46.143,-31.372
-0.207,0.383,1.077,53.711,-50.842,-32.104
-0.218,0.360,1.126,56.213,-50.659,-33.875
-0.243,0.390,1.139,58.289,-47.729,-35.522
-0.258,0.367,1.141,58.838,-45.105,-38.757
-0.261,0.290,1.137,57.800,-42.786,-43.518
-0.245,0.244,1.125,56.091,-40.710,-46.387
-0.240,0.171,1.082,55.481,-37.964,-48.584
-0.243,0.116,1.043,56.458,-36.316,-50.049
-0.255,0.092,1.023,60.059,-35.706,-51.208
-0.269,0.092,1.066,61.401,-37.109,-51.941
-0.286,0.040,1.130,60.059,-38.513,-54.016
-0.294,0.031,1.163,61.035,-36.316,-54.871
-0.279,0.060,1.156,63.354,-32.288,-54.443
-0.281,0.034,1.138,63.354,-28.748,-55.969
-0.278,0.027,1.161,61.462,-27.649,-57.190
-0.261,0.050,1.206,60.669,-26.367,-57.434
-0.253,0.066,1.224,59.814,-23.071,-58.960
-0.266,0.036,1.186,57.312,-18.433,-62.378
-0.287,-0.065,1.125,55.420,-14.587,-66.833
-0.303,-0.165,1.129,55.176,-15.564,-69.153
-0.324,-0.229,1.185,55.664,-17.883,-68.787
-0.325,-0.229,1.263,57.251,-18.005,-66.345
-0.310,-0.229,1.350,57.678,-15.625,-64.697
-0.292,-0.248,1.355,57.434,-9.094,-64.453
-0.289,-0.279,1.270,55.969,-0.488,-64.758
-0.284,-0.334,1.213,51.208,3.845,-65.125
-0.281,-0.391,1.277,46.143,2.686,-65.735
-0.284,-0.443,1.343,44.495,2.258,-63.965
-0.295,-0.460,1.323,47.424,7.385,-61.890
-0.298,-0.434,1.344,48.157,10.071,-59.204
-0.295,-0.493,1.427,45.288,10.010,-59.265
-0.287,-0.544,1.536,40.894,11.597,-58.594
-0.275,-0.598,1.583,38.086,18.616,-56.335
-0.258,-0.645,1.505,38.269,30.518,-53.406
-0.244,-0.684,1.403,36.499,39.795,-49.622
-0.221,-0.724,1.328,32.654,43.518,-46.387
-0.202,-0.762,1.288,29.785,44.800,-42.908
-0.187,-0.762,1.311,25.696,43.823,-38.757
-0.167,-0.762,1.356,21.118,43.335,-35.095
-0.153,-0.770,1.395,14.832,44.312,-31.921
-0.147,-0.744,1.386,6.897,48.279,-27.832
-0.143,-0.713,1.363,0.671,52.063,-23.865
-0.135,-0.666,1.330,-5.554,54.626,-20.935
-0.115,-0.649,1.292,-8.179,57.312,-19.165
-0.095,-0.664,1.255,-9.583,59.937,-18.616
-0.079,-0.732,1.199,-8.179,63.293,-16.785
-0.065,-0.756,1.132,-3.479,66.284,-12.695
-0.045,-0.712,1.158,-2.319,64.880,-6.714
-0.033,-0.673,1.177,-3.357,64.331,-2.563
-0.035,-0.649,1.170,-8.057,66.711,-0.854
-0.034,-0.632,1.174,-14.160,68.054,0.488
-0.038,-0.623,1.146,-19.043,70.618,2.014
-0.036,-0.570,1.106,-22.400,72.815,4.700
-0.034,-0.586,1.047,-24.658,74.463,5.615
-0.018,-0.581,1.062,-25.513,73.425,6.836
0.001,-0.587,1.075,-25.574,72.693,9.521
0.009,-0.581,1.043,-25.208,75.439,12.085
0.013,-0.571,0.974,-26.428,77.881,15.320
0.016,-0.580,0.889,-28.625,78.674,17.273
0.023,-0.586,0.838,-31.555,76.599,19.714
0.035,-0.591,0.841,-35.034,72.876,22.034
0.056,-0.586,0.837,-37.415,70.557,24.780
0.068,-0.598,0.810,-39.124,70.679,27.283
0.077,-0.596,0.773,-39.307,70.374,30.640

0.109,-0.490,0.718,-42.908,68.359,37.842
0.122,-0.488,0.644,-46.570,68.176,39.185
0.140,-0.489,0.607,-48.340,65.125,40.771
0.151,-0.403,0.657,-49.072,59.265,44.434
0.155,-0.296,0.690,-46.143,56.274,48.096
0.164,-0.246,0.643,-42.786,57.739,48.828
0.173,-0.282,0.574,-41.077,57.800,47.546
0.183,-0.329,0.553,-42.419,54.688,47.058
0.199,-0.344,0.549,-41.260,51.270,48.401
0.221,-0.378,0.480,-38.391,50.903,49.866
0.234,-0.402,0.389,-37.842,49.927,52.185
0.246,-0.410,0.333,-39.307,45.593,55.237
0.248,-0.418,0.294,-36.804,40.283,58.777
0.248,-0.330,0.314,-34.119,33.203,64.758
0.246,-0.255,0.348,-32.410,26.672,68.787
0.244,-0.193,0.367,-33.142,22.583,70.190
0.254,-0.150,0.349,-33.508,20.142,71.533
0.259,-0.161,0.317,-35.828,17.517,71.106
0.265,-0.100,0.348,-39.673,12.268,72.693
0.273,-0.069,0.377,-40.161,7.202,74.036
0.258,0.013,0.374,-38.513,5.127,75.317
0.245,0.150,0.384,-36.133,2.136,77.454
0.232,0.185,0.415,-34.119,-2.319,74.768
0.221,0.205,0.448,-32.227,-6.287,71.716
0.213,0.215,0.484,-30.334,-9.216,69.580
0.206,0.187,0.492,-27.649,-11.292,67.078
0.190,0.183,0.493,-25.391,-12.634,65.979
0.169,0.182,0.492,-24.963,-14.893,65.857
0.151,0.189,0.488,-22.888,-17.090,65.857
0.140,0.228,0.503,-20.447,-19.958,66.406
0.133,0.248,0.524,-17.517,-22.827,66.101
0.135,0.242,0.516,-12.756,-24.109,64.819
0.130,0.227,0.478,-7.935,-24.780,63.965
0.123,0.278,0.439,-4.150,-26.428,64.453
0.117,0.369,0.432,-2.441,-30.518,64.758
0.118,0.372,0.458,-5.371,-36.194,61.401
0.116,0.378,0.494,-9.338,-41.077,58.228
0.119,0.364,0.495,-9.827,-43.579,56.213
0.110,0.306,0.473,-9.766,-45.898,53.772
0.095,0.347,0.499,-10.986,-50.232,53.833
0.082,0.374,0.560,-11.108,-55.481,54.260
0.057,0.375,0.592,-10.010,-57.983,52.551
0.026,0.458,0.628,-8.240,-59.814,53.528
-0.005,0.549,0.674,-4.761,-62.439,53.345
-0.027,0.580,0.708,-0.732,-64.209,49.744
-0.050,0.556,0.755,-0.610,-65.857,44.556
-0.075,0.583,0.842,-0.732,-67.932,41.565
-0.082,0.543,0.857,0.610,-65.796,37.537
-0.100,0.479,0.802,4.822,-61.279,33.508
-0.128,0.590,0.821,9.216,-61.584,34.424
-0.142,0.665,0.860,14.648,-63.416,33.081
-0.163,0.656,0.870,18.250,-62.988,26.917
-0.183,0.629,0.849,19.958,-61.462,21.790
-0.201,0.550,0.829,22.461,-60.486,16.113
-0.215,0.575,0.849,25.574,-61.890,14.099
-0.226,0.589,0.851,29.846,-62.439,11.841
-0.229,0.634,0.868,33.020,-62.988,9.155
-0.230,0.599,0.885,34.668,-63.599,4.578
-0.234,0.553,0.871,37.659,-63.416,0.488
-0.249,0.581,0.852,41.626,-62.866,-1.099
-0.253,0.581,0.884,43.640,-64.514,-3.174
-0.248,0.628,0.996,43.091,-67.993,-7.080
-0.248,0.612,1.046,41.870,-67.261,-11.658
-0.271,0.522,0.997,41.931,-61.829,-18.066
-0.298,0.491,0.997,41.382,-61.279,-20.630
-0.319,0.511,1.058,41.931,-63.721,-21.912
-0.332,0.523,1.127,44.678,-64.392,-24.048
-0.345,0.558,1.217,48.157,-63.477,-26.672
-0.347,0.544,1.257,52.185,-59.692,-30.762
-0.353,0.476,1.228,56.763,-52.856,-36.499
-0.363,0.411,1.218,59.082,-48.157,-40.405
-0.376,0.307,1.225,61.646,-45.837,-44.434
-0.394,0.287,1.250,63.843,-43.701,-45.959
-0.425,0.301,1.235,63.232,-38.452,-47.058
-0.396,0.270,1.210,72.021,-33.630,-51.575
-0.376,0.218,1.260,74.341,-33.569,-54.626
-0.361,0.201,1.303,73.975,-32.227,-56.396
-0.359,0.085,1.281,74.402,-27.039,-59.692
-0.368,0.031,1.328,74.463,-24.597,-60.486
-0.373,-0.031,1.394,75.623,-22.034,-59.814
-0.392,-0.052,1.468,76.294,-16.846,-58.960
-0.402,-0.022,1.500,75.867,-10.010,-56.641
-0.396,-0.007,1.434,75.562,-0.122,-57.373
-0.360,0.081,1.442,71.960,4.517,-58.289
-0.331,0.029,1.408,66.956,7.568,-63.538
-0.318,-0.052,1.315,61.707,12.695,-68.726
-0.294,-0.136,1.325,55.054,10.925,-71.167
-0.279,-0.257,1.428,49.561,6.592,-73.059
-0.266,-0.296,1.461,48.279,9.155,-70.862
-0.253,-0.315,1.420,51.453,16.418,-68.237
-0.243,-0.333,1.367,54.260,22.217,-66.650
-0.240,-0.367,1.337,53.223,25.513,-65.979
-0.225,-0.425,1.351,46.875,26.123,-66.284
-0.205,-0.477,1.374,41.016,26.611,-65.674
-0.185,-0.502,1.360,38.940,29.602,-63.049
-0.167,-0.515,1.358,37.476,32.227,-59.875
-0.155,-0.572,1.373,34.912,34.180,-57.800
-0.140,-0.609,1.399,32.410,36.682,-55.176
-0.123,-0.661,1.363,31.311,41.443,-52.490
-0.110,-0.690,1.305,29.785,45.898,-49.316
-0.097,-0.697,1.273,24.780,47.485,-45.593
-0.094,-0.758,1.292,18.066,46.082,-43.335
-0.098,-0.778,1.378,11.292,44.128,-39.307
-0.097,-0.741,1.474,7.751,45.288,-33.325
-0.092,-0.721,1.461,7.812,52.368,-29.358
-0.087,-0.724,1.340,7.996,62.012,-26.062
-0.078,-0.774,1.261,5.249,65.979,-23.437
-0.076,-0.804,1.278,1.282,64.453,-20.203
-0.068,-0.808,1.262,0.244,65.247,-15.259
-0.060,-0.829,1.212,0.061,68.420,-10.803
-0.052,-0.792,1.238,-3.052,67.932,-5.615
-0.042,-0.812,1.244,-6.042,68.970,-1.770
-0.036,-0.807,1.183,-7.019,73.669,1.831
-0.031,-0.773,1.094,-7.812,78.003,7.385
-0.021,-0.769,1.035,-10.010,78.369,11.169
-0.008,-0.762,1.011,-14.648,77.209,14.832
0.003,-0.738,0.973,-19.165,77.026,18.921
0.017,-0.683,0.943,-21.851,76.660,23.132
0.030,-0.655,0.908,-24.902,76.050,26.367

0.063,-0.621,0.859,-30.579,74.707,31.372
0.079,-0.616,0.802,-33.508,74.463,33.569
0.098,-0.563,0.794,-37.109,71.838,37.598
0.106,-0.534,0.788,-39.368,69.824,40.466
0.114,-0.507,0.774,-39.917,68.726,42.969
0.113,-0.466,0.752,-40.833,67.688,45.837
0.112,-0.456,0.679,-40.710,67.993,47.302
0.124,-0.469,0.611,-41.443,66.650,48.462
0.143,-0.475,0.622,-45.227,61.279,50.232
0.140,-0.499,0.615,-47.058,57.922,51.819
0.150,-0.462,0.586,-47.791,56.641,55.664
0.152,-0.401,0.579,-47.729,54.260,59.021
0.155,-0.396,0.541,-48.828,53.223,60.059
0.158,-0.352,0.489,-50.964,52.185,62.073
0.156,-0.359,0.408,-52.734,50.659,62.805
0.153,-0.375,0.375,-55.542,45.898,63.965
0.153,-0.348,0.403,-56.580,39.429,66.589
0.153,-0.296,0.410,-54.932,35.461,69.519
0.166,-0.247,0.344,-52.429,34.485,71.533
0.174,-0.255,0.270,-51.880,32.227,71.838
0.186,-0.237,0.305,-54.321,24.963,72.937
0.199,-0.201,0.353,-55.298,18.799,75.256
0.204,-0.161,0.322,-52.002,18.005,77.881
0.201,-0.074,0.310,-49.805,16.052,80.811
0.189,0.035,0.343,-47.729,10.986,83.374
0.189,0.124,0.355,-43.884,7.507,83.801
0.184,0.144,0.346,-40.710,5.066,82.275
0.178,0.206,0.387,-40.344,0.977,81.970
0.178,0.281,0.418,-36.011,-2.075,81.970
0.173,0.303,0.375,-28.137,-1.709,79.651
0.159,0.330,0.348,-24.841,-3.357,77.332
0.146,0.325,0.352,-23.315,-7.507,74.951
0.136,0.359,0.364,-19.226,-11.230,73.425
0.126,0.395,0.346,-14.282,-13.733,72.632
0.115,0.367,0.320,-11.292,-16.602,69.824
0.111,0.309,0.320,-10.437,-21.484,67.200
0.115,0.305,0.323,-8.301,-25.513,66.772
0.124,0.335,0.294,-7.019,-28.320,67.444
0.112,0.383,0.290,-8.850,-32.227,66.772
0.118,0.461,0.352,-9.277,-39.307,66.833
0.124,0.437,0.373,-7.629,-43.518,63.416
0.109,0.412,0.351,-7.080,-45.227,61.218
0.083,0.460,0.353,-8.545,-48.828,61.157
0.056,0.471,0.357,-10.437,-54.199,60.425
0.023,0.495,0.360,-10.620,-58.777,58.350
-0.012,0.557,0.377,-11.230,-64.453,58.655
-0.062,0.500,0.401,-11.963,-70.618,55.969
-0.118,0.529,0.529,-12.390,-78.613,55.664
-0.148,0.593,0.679,-7.385,-83.984,57.678
-0.177,0.638,0.795,1.221,-83.496,56.519
-0.200,0.766,0.834,6.714,-79.712,55.725
-0.231,0.773,0.804,9.216,-74.890,50.476
-0.255,0.795,0.881,8.911,-76.416,44.189
-0.267,0.744,0.923,8.484,-76.721,37.781
-0.289,0.658,0.888,10.742,-72.021,31.311
-0.308,0.631,0.862,12.512,-69.885,28.931
-0.331,0.692,0.898,19.348,-70.862,28.259
-0.339,0.776,0.933,30.640,-71.289,27.222
-0.336,0.770,0.962,38.635,-70.007,21.484
-0.318,0.802,1.050,41.992,-70.496,16.418
-0.299,0.750,1.052,43.518,-66.956,10.010
-0.292,0.636,1.008,43.945,-61.584,2.380
-0.298,0.610,1.037,39.856,-61.035,-1.038
-0.319,0.660,1.062,40.649,-59.814,-2.441
-0.338,0.704,1.059,45.593,-56.641,-5.798
-0.362,0.700,1.066,49.438,-55.115,-11.475
-0.371,0.666,1.075,53.589,-54.138,-17.517
-0.360,0.602,1.081,58.289,-52.307,-23.193
-0.340,0.515,1.118,61.523,-51.453,-27.710
-0.339,0.446,1.121,64.270,-49.500,-30.334
-0.363,0.491,1.077,66.650,-45.349,-30.396
-0.353,0.521,1.040,65.552,-44.006,-32.593
-0.383,0.499,1.092,61.401,-46.509,-38.025
-0.401,0.440,1.185,60.425,-46.997,-43.274
-0.402,0.346,1.171,65.369,-41.565,-48.401
-0.415,0.292,1.127,67.139,-35.706,-51.208
