aX,aY,aZ,gX,gY,gZ
-0.025,-0.583,1.051,12.146,-7.080,-57.922
-0.018,-0.600,0.985,21.423,-5.981,-51.453
-0.019,-0.572,1.020,27.344,-8.118,-44.678
-0.000,-0.540,0.979,26.855,-6.836,-38.940
-0.019,-0.556,1.060,19.531,-7.690,-36.133
-0.008,-0.638,1.088,13.062,-5.615,-33.997
-0.029,-0.704,1.096,11.108,-2.930,-30.518
-0.028,-0.737,1.095,14.038,-2.563,-25.757
-0.023,-0.703,1.037,18.433,-0.366,-19.836
-0.017,-0.677,1.029,16.968,-0.305,-14.954
-0.010,-0.719,1.035,11.230,-0.244,-11.292
-0.009,-0.753,1.042,5.066,0.610,-7.263
-0.003,-0.761,1.044,0.427,2.014,-1.343
-0.003,-0.729,1.028,0.000,2.258,4.700
0.004,-0.679,1.028,-0.732,2.808,10.437
0.013,-0.617,1.047,-4.700,3.174,13.977
0.022,-0.579,1.017,-9.644,4.761,15.869
0.022,-0.576,1.044,-18.433,6.104,16.113
0.026,-0.602,0.995,-26.489,9.827,18.982
0.012,-0.595,0.995,-31.372,10.803,24.658
0.002,-0.566,0.989,-30.640,9.888,30.762
0.000,-0.508,1.000,-23.804,8.301,36.255
0.001,-0.472,0.959,-17.029,7.507,41.626
0.000,-0.397,0.926,-14.526,6.775,46.265
0.003,-0.411,0.968,-12.817,4.150,48.523
0.001,-0.392,0.941,-11.353,3.662,52.124
0.000,-0.393,0.924,-14.221,4.639,54.565
-0.012,-0.392,0.954,-22.461,5.066,57.068
-0.027,-0.370,0.929,-29.846,7.202,59.448
-0.035,-0.349,0.959,-34.180,7.385,61.279
-0.050,-0.298,0.957,-34.973,7.263,63.904
-0.042,-0.281,0.952,-30.762,7.751,64.697
-0.046,-0.249,0.980,-26.978,6.409,66.040
-0.061,-0.175,0.983,-24.536,7.385,70.190
-0.059,-0.149,1.025,-19.043,6.409,70.923
-0.052,-0.113,1.051,-13.611,5.859,72.815
-0.064,-0.008,1.022,-9.644,8.423,74.219
-0.054,-0.006,1.010,-6.775,8.972,71.594
-0.058,-0.022,0.996,-8.423,9.399,70.313
-0.073,-0.008,0.965,-13.733,11.902,71.533

-0.095,-0.006,0.979,-14.771,8.728,72.449
-0.101,0.031,0.979,-16.479,10.071,74.402
-0.106,0.039,0.973,-15.259,10.132,75.195
-0.099,0.051,0.915,-17.212,11.963,75.500
-0.099,0.072,0.942,-22.888,11.963,74.951
-0.112,0.113,0.924,-27.710,13.184,76.660
-0.114,0.125,0.914,-27.771,14.343,77.209
-0.100,0.151,0.948,-24.597,12.939,77.148
-0.102,0.203,0.897,-20.691,13.428,78.186
-0.102,0.217,0.850,-17.517,13.367,77.026
-0.109,0.242,0.821,-17.395,11.169,75.134
-0.125,0.250,0.818,-14.221,7.263,72.998
-0.109,0.313,0.870,-11.169,3.174,72.083
-0.097,0.365,0.859,-10.254,1.770,71.777
-0.087,0.385,0.890,-10.986,0.244,69.458
-0.101,0.421,0.985,-16.541,0.427,68.237
-0.083,0.482,0.964,-19.470,3.784,67.322
-0.076,0.493,0.980,-15.320,2.869,64.697
-0.092,0.586,1.036,-10.071,4.517,61.951
-0.030,0.681,0.890,-3.845,9.338,59.448
-0.025,0.707,0.950,-2.686,4.211,54.871
-0.028,0.716,0.926,-5.676,4.395,49.744
-0.012,0.739,0.942,-5.188,4.822,45.288
-0.069,0.740,0.942,-1.099,5.005,41.382
0.010,0.775,0.725,3.479,10.620,36.316
0.014,0.724,0.777,5.432,1.038,30.823
0.003,0.735,0.815,3.723,-5.432,26.672
0.006,0.753,0.800,-0.183,-0.610,25.024
-0.052,0.767,0.924,-3.052,-3.540,21.790
-0.026,0.785,0.942,-3.235,-4.822,16.357
-0.058,0.758,0.897,-1.038,-4.456,12.024
-0.056,0.734,0.904,0.549,-5.737,5.371
-0.057,0.735,0.881,2.625,-5.798,1.282
-0.069,0.753,0.854,3.784,-6.165,-1.160
-0.062,0.775,0.863,5.310,-7.446,-4.395
-0.059,0.786,0.866,6.165,-8.423,-7.874
-0.047,0.783,0.872,7.263,-8.362,-13.489
-0.037,0.778,0.867,7.080,-7.812,-19.531
-0.025,0.751,0.846,7.446,-7.080,-25.085
-0.022,0.728,0.828,10.010,-7.935,-30.090
-0.027,0.706,0.816,13.611,-9.460,-34.424
-0.033,0.676,0.802,16.724,-11.597,-38.452
-0.045,0.629,0.799,18.250,-13.672,-42.053
-0.052,0.570,0.807,18.921,-16.174,-46.143
-0.055,0.492,0.865,19.348,-18.188,-49.866
-0.061,0.452,0.897,19.043,-17.822,-52.185
-0.063,0.455,0.906,18.250,-16.174,-53.833
-0.067,0.435,0.906,17.883,-15.320,-56.641
-0.079,0.408,0.896,16.541,-14.221,-59.875
-0.089,0.382,0.909,13.000,-14.526,-61.829
-0.102,0.337,0.946,9.949,-14.526,-63.416
-0.117,0.287,0.956,10.559,-13.916,-64.758
-0.128,0.259,0.953,15.747,-14.221,-66.040
-0.132,0.250,0.966,22.095,-15.442,-66.772
-0.130,0.254,0.974,26.794,-15.747,-67.688
-0.122,0.235,0.983,28.748,-15.076,-69.763
-0.118,0.169,0.970,28.625,-13.245,-72.693
-0.119,0.122,0.948,28.381,-11.414,-74.402
-0.123,0.073,0.899,29.968,-10.437,-74.768
-0.131,0.026,0.884,31.555,-11.536,-74.646
-0.143,0.014,0.915,30.823,-13.977,-73.303
-0.154,0.012,0.963,30.151,-15.442,-71.594
-0.167,0.024,1.000,31.250,-15.747,-70.313
-0.148,0.044,1.024,35.583,-14.832,-70.190
-0.119,0.052,0.989,39.612,-12.512,-70.862
-0.098,0.020,0.929,39.734,-9.583,-72.388
-0.089,-0.027,0.905,37.537,-8.728,-73.730
-0.093,-0.038,0.897,36.194,-9.155,-73.486
-0.097,-0.058,0.885,37.354,-10.376,-73.608
-0.103,-0.093,0.897,38.574,-12.207,-74.280
-0.104,-0.112,0.922,37.476,-13.550,-73.914
-0.118,-0.161,0.951,37.354,-14.404,-73.914
-0.134,-0.211,1.006,38.513,-15.442,-73.730
-0.142,-0.231,0.993,39.429,-13.672,-72.144
-0.144,-0.263,0.994,39.185,-11.353,-70.374
-0.136,-0.235,1.026,36.743,-10.620,-68.604
-0.139,-0.237,1.021,34.546,-7.874,-67.200
-0.128,-0.250,1.016,32.898,-5.310,-66.650
-0.122,-0.269,0.987,33.325,-4.028,-66.345
-0.118,-0.332,0.945,33.630,-2.747,-66.101
-0.121,-0.406,0.939,32.593,-3.113,-65.063
-0.117,-0.448,0.931,31.982,-3.479,-62.317
-0.120,-0.470,0.930,32.898,-4.333,-58.838
-0.114,-0.470,0.944,34.302,-5.676,-55.237
-0.104,-0.492,0.959,33.508,-6.470,-52.246
-0.103,-0.500,1.000,30.090,-6.531,-49.805
-0.086,-0.486,1.004,29.724,-5.615,-47.668
-0.079,-0.457,1.017,28.564,-5.127,-46.082
-0.058,-0.488,0.961,27.222,-2.625,-44.922
-0.065,-0.509,0.973,24.109,-2.136,-43.701
-0.045,-0.567,0.984,22.339,-1.404,-42.114
-0.051,-0.559,0.979,22.095,-0.610,-39.307
-0.041,-0.627,0.975,24.170,-0.305,-37.048
-0.050,-0.669,0.857,23.315,1.953,-34.119
-0.075,-0.734,0.905,20.325,-1.892,-30.884
-0.049,-0.793,0.858,17.456,-1.648,-26.489
-0.067,-0.815,0.936,11.780,-3.296,-21.240
-0.066,-0.856,0.925,8.972,-2.930,-16.602
-0.070,-0.873,0.874,5.249,-0.793,-11.047
-0.074,-0.901,0.876,0.366,-1.282,-5.859
-0.075,-0.887,0.882,-3.967,-2.075,-0.122
-0.071,-0.864,0.899,-5.432,-2.686,5.554
-0.069,-0.846,0.914,-7.568,-3.113,11.230
-0.068,-0.800,0.939,-9.766,-2.930,17.456
-0.065,-0.750,0.970,-8.972,-3.357,22.644
-0.057,-0.696,0.964,-6.592,-2.930,26.917
-0.048,-0.658,0.984,-5.432,-2.991,31.006
-0.055,-0.640,1.016,-6.531,-2.075,35.278
-0.049,-0.605,1.025,-5.981,-0.122,39.185
-0.041,-0.592,1.023,-3.357,1.343,42.114
-0.038,-0.565,1.007,-1.648,2.930,45.410
-0.033,-0.559,0.972,-1.648,4.700,48.157
-0.028,-0.546,0.939,-4.028,5.493,51.208
-0.033,-0.535,0.941,-7.141,5.066,54.260
-0.042,-0.487,0.947,-8.911,4.761,58.105
-0.053,-0.465,0.933,-8.362,4.272,61.401
-0.066,-0.442,0.897,-6.958,3.174,63.782
-0.075,-0.417,0.942,-7.935,0.183,64.819
-0.086,-0.401,1.015,-12.268,-1.648,65.979

-0.114,-0.395,1.075,-16.357,2.075,67.871
-0.119,-0.384,1.044,-15.747,5.127,69.214
-0.122,-0.393,0.982,-14.832,7.812,70.007
-0.122,-0.418,0.936,-18.494,9.277,70.923
-0.130,-0.450,0.915,-23.437,9.277,73.242
-0.149,-0.467,0.929,-25.391,7.751,76.965
-0.157,-0.434,0.927,-23.132,6.226,82.092
-0.157,-0.369,0.936,-17.883,3.967,86.731
-0.155,-0.320,0.921,-13.306,1.526,89.294
-0.156,-0.309,0.904,-14.648,0.854,90.698
-0.172,-0.313,0.902,-24.902,1.465,92.590
-0.186,-0.284,0.961,-38.391,2.441,95.337
-0.203,-0.260,1.020,-45.898,3.784,98.145
-0.196,-0.190,1.053,-46.814,6.531,100.159
-0.212,-0.123,0.991,-46.753,10.437,101.318
-0.205,-0.097,0.952,-45.410,12.939,100.525
-0.205,-0.106,0.970,-47.852,13.062,100.769
-0.197,-0.021,0.943,-48.340,14.648,102.844
-0.179,0.100,0.948,-47.180,15.259,104.370
-0.174,0.105,0.957,-44.739,14.771,103.027
-0.174,0.080,0.955,-41.687,15.381,100.952
-0.168,0.089,0.932,-38.696,15.747,100.159
-0.161,0.193,0.910,-37.476,15.869,100.708
-0.133,0.256,0.945,-36.316,14.465,98.694
-0.112,0.273,0.940,-36.072,14.648,95.093
-0.096,0.330,0.945,-39.795,16.235,92.712
-0.081,0.347,0.898,-41.809,19.409,90.515
-0.072,0.351,0.878,-42.114,20.264,87.158
-0.079,0.329,0.831,-40.161,20.081,84.290
-0.073,0.338,0.778,-35.217,18.921,81.909
-0.060,0.376,0.755,-29.419,14.526,80.017
-0.054,0.423,0.733,-25.391,10.132,78.369
-0.044,0.473,0.728,-26.062,6.104,76.904
-0.037,0.556,0.782,-29.968,2.258,74.463
-0.041,0.579,0.836,-32.043,-0.977,70.679
-0.037,0.597,0.857,-30.640,-1.709,66.589
-0.026,0.683,0.915,-27.100,-2.930,63.721
-0.006,0.809,0.954,-22.156,-3.601,59.814
0.002,0.843,0.971,-17.517,-2.747,53.040
0.009,0.855,0.969,-15.808,-0.916,45.349
0.019,0.838,0.949,-12.634,0.549,38.025
0.015,0.841,0.915,-10.620,0.977,32.776
0.017,0.837,0.888,-8.423,0.732,27.893
0.015,0.852,0.897,-3.662,-1.526,23.193
0.012,0.889,0.902,1.648,-3.479,18.188
0.012,0.883,0.886,7.263,-4.578,11.169
0.003,0.857,0.873,7.568,-5.676,3.845
-0.000,0.839,0.906,4.150,-6.409,-2.258
-0.009,0.825,0.923,2.563,-6.958,-7.690
0.006,0.816,0.931,5.188,-6.653,-13.367
0.008,0.802,0.909,7.629,-6.226,-18.311
0.008,0.801,0.861,9.521,-5.737,-23.071
0.022,0.733,0.843,12.146,-7.629,-29.175
0.016,0.654,0.807,14.771,-10.437,-34.485
-0.033,0.604,0.777,16.663,-18.860,-39.063
-0.029,0.537,0.882,16.724,-27.405,-43.945
-0.081,0.494,0.923,15.625,-23.987,-47.729
-0.085,0.399,0.914,15.808,-18.188,-51.453
-0.103,0.366,0.954,14.832,-17.456,-52.551
-0.114,0.353,0.998,14.160,-16.907,-52.917
-0.111,0.336,1.014,15.503,-15.869,-54.016
-0.109,0.365,1.025,16.235,-13.489,-55.176
-0.102,0.354,0.993,16.907,-10.376,-58.289
-0.095,0.315,0.977,17.578,-8.728,-62.134
-0.093,0.298,0.962,18.066,-8.179,-64.941
-0.096,0.318,0.964,17.578,-8.118,-67.017
-0.094,0.282,0.953,17.822,-8.301,-70.435
-0.105,0.230,0.973,15.198,-8.606,-72.998
-0.118,0.177,0.990,12.573,-7.690,-74.585
-0.126,0.157,0.990,11.719,-6.958,-74.951
-0.126,0.133,0.977,11.536,-6.104,-74.707
-0.131,0.122,0.991,8.911,-5.188,-74.280
-0.137,0.098,0.963,9.460,-4.272,-74.280
-0.135,0.096,0.958,14.465,-4.700,-74.585
-0.132,0.074,0.926,19.104,-5.859,-75.073
-0.117,0.017,0.868,22.583,-6.531,-75.989
-0.114,-0.058,0.878,23.682,-9.399,-76.233
-0.098,-0.018,0.909,23.010,-12.146,-74.890
-0.093,-0.012,0.971,20.691,-13.489,-74.280
-0.089,-0.053,0.943,18.860,-11.169,-74.280
-0.093,-0.089,0.921,19.836,-11.108,-75.012
-0.088,-0.114,0.912,20.569,-11.841,-75.012
-0.089,-0.122,0.911,17.456,-12.512,-73.730
-0.081,-0.118,0.938,16.113,-13.123,-72.693
-0.060,-0.092,0.958,16.418,-13.916,-71.228
-0.047,-0.073,0.952,15.137,-12.573,-69.641
-0.038,-0.094,0.914,15.442,-11.169,-69.519
-0.037,-0.114,0.927,16.541,-11.963,-70.557
-0.035,-0.150,0.925,17.395,-12.390,-70.374
-0.035,-0.170,0.931,16.968,-12.878,-69.519
-0.039,-0.208,0.966,17.212,-13.916,-68.359
-0.039,-0.197,0.983,17.761,-13.611,-66.895
-0.049,-0.221,1.000,17.151,-12.451,-65.491
-0.043,-0.220,0.990,17.029,-10.803,-64.514
-0.036,-0.172,0.995,16.785,-10.254,-63.599
-0.026,-0.130,0.962,13.916,-8.606,-63.538
-0.015,-0.153,0.927,10.315,-7.812,-65.735
-0.036,-0.246,0.971,7.812,-9.460,-67.627
-0.045,-0.283,1.000,9.094,-10.498,-66.162
-0.046,-0.333,0.982,16.174,-11.047,-63.232
-0.042,-0.355,0.999,22.522,-12.024,-59.998
-0.042,-0.377,1.009,24.292,-12.390,-56.519
-0.037,-0.380,1.003,23.254,-10.925,-53.406
-0.043,-0.398,1.022,20.142,-9.705,-50.964
-0.043,-0.411,1.023,17.334,-8.179,-49.133
-0.045,-0.472,1.008,14.465,-6.104,-47.302
-0.053,-0.544,0.999,10.864,-5.615,-44.312
-0.064,-0.549,0.994,6.714,-4.456,-38.696
-0.068,-0.612,0.953,5.249,-4.028,-33.997
-0.083,-0.678,0.964,6.104,-6.042,-29.663
-0.076,-0.694,0.982,9.338,-7.935,-23.743
-0.067,-0.673,1.002,11.353,-8.240,-17.456
-0.058,-0.670,0.999,9.521,-6.714,-12.390
-0.054,-0.669,1.073,3.113,-6.531,-8.118
-0.059,-0.680,1.073,-2.930,-2.625,-4.028
-0.063,-0.696,1.043,-6.897,0.916,0.000
-0.056,-0.657,1.042,-7.812,2.197,4.822
-0.046,-0.618,1.022,-7.812,3.235,9.644
-0.044,-0.612,1.004,-8.789,3.540,13.794

-0.038,-0.594,1.015,-9.888,2.441,21.851
-0.032,-0.577,1.016,-8.484,2.319,26.123
-0.028,-0.537,1.002,-8.545,3.052,29.785
-0.020,-0.529,1.016,-9.399,3.906,32.532
-0.023,-0.508,1.007,-11.414,4.761,35.583
-0.021,-0.494,0.985,-12.573,6.653,39.368
-0.020,-0.469,0.982,-12.451,6.836,42.969
-0.018,-0.411,0.969,-11.902,6.714,46.814
-0.016,-0.387,0.960,-9.888,6.104,48.889
-0.019,-0.391,0.970,-9.277,5.066,50.293
-0.025,-0.390,0.962,-8.850,4.883,52.490
-0.028,-0.390,0.947,-7.812,5.127,55.542
-0.034,-0.379,0.935,-8.545,5.432,59.143
-0.043,-0.317,0.927,-11.902,5.676,63.354
-0.044,-0.300,0.949,-13.916,5.005,65.430
-0.060,-0.237,0.969,-16.296,4.089,67.444
-0.049,-0.274,0.966,-17.578,4.578,68.542
-0.049,-0.226,0.979,-20.447,4.822,70.740
-0.046,-0.225,0.961,-22.339,5.493,72.266
-0.059,-0.240,0.935,-21.667,4.761,72.693
-0.058,-0.227,0.896,-21.851,3.723,75.012
-0.068,-0.167,0.887,-21.118,1.343,77.026
-0.071,-0.214,0.901,-20.447,-1.343,78.857
-0.070,-0.149,0.939,-19.775,-4.395,83.557
-0.065,-0.083,1.000,-16.418,-6.958,87.158
-0.072,-0.017,1.002,-10.986,-7.263,88.379
-0.080,0.080,1.011,-9.033,-6.836,88.989
-0.074,0.133,1.017,-11.841,-5.188,85.754
-0.098,0.121,1.006,-24.414,-1.831,81.787
-0.124,0.025,1.025,-41.565,1.038,76.355
-0.161,-0.048,1.067,-52.856,4.211,73.120
-0.186,-0.088,1.061,-51.331,7.263,72.815
-0.173,-0.055,1.006,-39.856,8.911,75.012
-0.162,0.008,0.958,-31.189,7.141,79.590
-0.156,0.054,0.953,-25.879,5.432,82.336
-0.153,0.139,0.996,-23.132,3.418,83.618
-0.136,0.119,0.991,-16.418,2.930,82.275
-0.139,0.116,0.913,-12.573,4.456,81.970
-0.148,0.156,0.902,-18.250,5.737,81.543
-0.162,0.178,0.952,-28.992,6.592,79.163
-0.165,0.104,0.953,-36.682,10.559,74.646
-0.170,0.118,0.952,-39.917,13.245,73.975
-0.157,0.132,0.909,-39.185,15.015,77.087
-0.156,0.133,0.837,-32.471,15.564,78.552
-0.153,0.139,0.803,-26.489,13.306,80.322
-0.166,0.197,0.786,-20.691,9.766,82.458
-0.159,0.248,0.828,-13.733,5.554,81.665
-0.130,0.264,0.832,-10.803,4.089,79.407
-0.129,0.353,0.842,-15.991,3.357,81.421
-0.135,0.423,0.900,-18.433,1.648,80.933
-0.124,0.505,0.979,-19.836,1.038,78.552
-0.126,0.559,1.000,-20.264,2.747,75.134
-0.117,0.587,0.972,-16.846,5.920,70.740
-0.107,0.604,0.937,-12.512,7.446,66.284
-0.105,0.642,0.905,-9.949,8.240,63.110
-0.093,0.741,0.873,-6.714,8.789,60.059
-0.088,0.805,0.883,-2.869,6.836,54.565
-0.085,0.832,0.940,-0.977,4.089,48.340
-0.089,0.849,0.972,1.648,3.967,41.687
-0.092,0.850,0.964,4.761,5.554,35.217
-0.104,0.837,0.922,7.263,7.141,28.992
-0.105,0.841,0.899,8.667,7.507,23.865
-0.103,0.841,0.897,10.559,6.714,18.677
-0.100,0.861,0.884,12.695,6.042,14.404
-0.083,0.859,0.832,15.686,5.981,9.583
-0.066,0.880,0.824,16.663,4.395,4.272
-0.049,0.908,0.816,17.639,2.380,-1.282
-0.016,0.903,0.804,18.005,0.183,-8.362
-0.031,0.862,0.806,16.846,-4.944,-16.235
-0.024,0.845,0.819,15.930,-8.301,-23.193
-0.033,0.816,0.818,17.151,-9.583,-29.785
-0.049,0.749,0.825,19.470,-12.573,-36.072
-0.068,0.685,0.817,20.630,-14.587,-40.894
-0.096,0.619,0.842,22.156,-17.517,-45.471
-0.104,0.588,0.886,26.184,-20.325,-49.377
-0.108,0.580,0.982,30.884,-22.034,-52.856
-0.097,0.560,0.964,36.499,-18.677,-57.251
-0.112,0.541,0.953,39.124,-15.686,-60.974
-0.114,0.521,0.954,37.659,-12.695,-65.979
-0.137,0.464,0.967,33.508,-10.864,-70.984
-0.159,0.394,0.977,27.466,-9.033,-75.806
-0.173,0.332,0.992,22.034,-7.446,-79.407
-0.178,0.273,1.034,17.700,-5.981,-82.642
-0.185,0.194,1.025,16.907,-3.845,-85.083
-0.169,0.148,0.994,19.043,-2.258,-85.815
-0.163,0.132,0.998,21.545,-2.197,-85.510
-0.155,0.118,0.988,24.719,-2.136,-85.571
-0.138,0.037,0.956,27.710,-1.099,-86.975
-0.165,0.087,0.959,29.358,-0.977,-85.876
-0.155,0.070,0.966,24.353,-1.404,-84.839
-0.168,0.042,0.970,19.958,-1.587,-86.182
-0.157,0.020,0.995,19.043,-2.258,-87.219
-0.157,-0.014,0.984,20.691,-2.380,-87.280
-0.158,0.008,0.960,22.339,-1.709,-86.182
-0.143,0.014,0.953,25.513,-2.502,-86.426
-0.125,-0.010,0.879,27.954,-2.380,-87.769
-0.115,-0.022,0.826,28.809,-3.784,-89.050
-0.103,-0.065,0.823,26.672,-7.141,-90.271
-0.102,-0.124,0.849,23.437,-10.132,-90.332
-0.114,-0.103,0.882,18.799,-12.146,-87.708
-0.140,-0.062,0.938,16.052,-14.282,-85.510
-0.143,-0.059,1.014,15.869,-16.052,-85.815
-0.151,-0.061,1.044,18.860,-15.747,-86.365
-0.154,-0.059,1.013,19.958,-12.878,-86.670
-0.164,-0.076,0.975,20.020,-10.742,-87.646
-0.162,-0.134,0.946,19.897,-10.254,-88.562
-0.175,-0.184,0.957,19.104,-10.803,-87.830
-0.182,-0.195,0.938,21.179,-11.230,-85.693
-0.173,-0.206,0.951,24.170,-12.695,-83.679
-0.169,-0.217,0.972,24.170,-12.756,-81.421
-0.154,-0.203,0.948,22.888,-11.292,-78.918
-0.137,-0.208,0.946,21.790,-10.559,-77.759
-0.125,-0.232,0.945,19.165,-9.399,-77.271
-0.121,-0.276,0.870,17.029,-6.714,-76.599
-0.125,-0.350,0.828,15.686,-6.653,-75.500
-0.111,-0.363,0.851,15.442,-9.216,-73.486
-0.106,-0.387,0.891,17.090,-11.475,-70.679
-0.096,-0.443,0.937,18.616,-12.573,-67.810
-0.093,-0.458,0.923,19.470,-11.536,-64.819

-0.094,-0.531,0.975,19.897,-9.338,-59.631
-0.102,-0.580,1.018,19.348,-7.812,-56.335
-0.109,-0.618,1.027,21.423,-5.615,-52.429
-0.115,-0.630,1.042,23.987,-3.540,-47.058
-0.095,-0.641,0.995,26.062,-0.916,-42.358
-0.112,-0.690,0.995,26.367,-1.343,-39.368
-0.141,-0.748,1.067,26.428,0.793,-35.767
-0.037,-0.799,0.848,26.184,10.620,-31.250
-0.106,-0.830,0.982,20.569,1.099,-26.978
-0.089,-0.875,0.955,14.893,-1.038,-22.888
-0.100,-0.902,0.972,7.751,1.160,-16.785
-0.096,-0.945,0.974,3.235,1.343,-10.559
-0.083,-0.942,0.956,0.305,2.930,-3.479
-0.075,-0.899,0.923,-2.808,3.906,3.052
-0.072,-0.853,0.924,-7.019,3.723,9.399
-0.061,-0.837,0.923,-9.705,3.601,14.832
-0.047,-0.826,0.935,-12.024,3.479,20.020
-0.036,-0.809,0.927,-15.686,3.723,26.001
-0.039,-0.770,0.938,-20.081,4.211,32.288
-0.042,-0.726,0.962,-21.912,3.845,37.598
-0.047,-0.657,0.966,-22.522,3.906,42.480
-0.059,-0.597,0.993,-24.536,4.150,47.241
-0.063,-0.555,0.989,-23.499,4.456,50.415
-0.070,-0.516,1.019,-20.142,2.563,52.917
-0.075,-0.503,1.015,-14.038,1.038,54.749
-0.087,-0.495,1.013,-7.141,-0.732,57.007
-0.096,-0.461,1.006,-3.418,-2.014,60.181
-0.106,-0.439,1.034,-1.099,-3.174,62.378
-0.110,-0.453,1.006,-0.183,-2.625,64.209
-0.119,-0.426,0.979,-2.563,-0.916,67.871
-0.124,-0.416,0.966,-6.958,0.183,70.923
-0.141,-0.410,0.987,-12.756,1.160,73.853
-0.135,-0.396,0.956,-17.883,2.747,77.393
-0.142,-0.358,1.000,-21.362,2.197,81.299
-0.153,-0.320,1.029,-23.682,2.258,84.900
-0.169,-0.276,1.028,-23.193,3.235,87.952
-0.170,-0.243,1.052,-20.325,3.479,89.417
-0.172,-0.227,1.078,-17.029,3.601,90.027
-0.167,-0.194,1.061,-13.123,5.920,90.271
-0.177,-0.186,1.024,-12.146,7.935,93.018
-0.175,-0.177,0.988,-14.282,9.766,94.421
-0.175,-0.167,0.984,-19.043,11.047,95.337
-0.182,-0.192,0.964,-25.757,13.184,96.375
-0.185,-0.169,0.946,-32.104,15.198,97.717
-0.188,-0.104,1.003,-35.583,14.709,99.365
-0.189,-0.064,1.007,-34.058,15.137,100.525
-0.198,-0.058,1.004,-29.236,15.442,100.769
-0.184,-0.058,0.997,-22.522,15.137,101.440
-0.163,-0.030,0.974,-16.541,14.954,102.539
-0.157,0.025,0.948,-14.771,15.930,104.187
-0.146,0.063,0.919,-14.832,15.869,104.370
-0.146,0.051,0.910,-16.541,14.954,103.577
-0.164,0.090,0.939,-21.667,12.878,103.699
-0.170,0.135,1.004,-24.597,11.292,103.638
-0.174,0.169,0.996,-24.963,13.367,102.844
-0.164,0.209,0.977,-25.208,16.052,101.074
-0.147,0.220,0.943,-24.963,17.090,97.839
-0.140,0.239,0.949,-25.146,15.869,95.154
-0.141,0.224,0.881,-25.635,16.968,93.323
-0.150,0.216,0.892,-25.085,15.137,91.492
-0.127,0.224,0.776,-22.949,16.357,90.881
-0.131,0.304,0.765,-24.658,15.015,90.637
-0.130,0.404,0.847,-27.588,10.620,89.172
-0.120,0.476,0.950,-28.503,7.996,86.426
-0.120,0.537,1.016,-26.978,7.629,82.458
-0.093,0.614,1.012,-24.231,10.071,77.576
-0.077,0.640,1.009,-20.264,11.963,71.716
-0.066,0.659,0.980,-18.188,14.526,65.552
-0.051,0.678,0.924,-16.296,16.785,60.181
-0.049,0.704,0.907,-13.733,16.968,55.298
-0.056,0.732,0.881,-10.803,15.442,50.354
-0.055,0.738,0.885,-6.592,12.085,44.678
-0.059,0.747,0.915,-2.930,8.118,39.429
-0.061,0.770,0.946,0.183,6.165,34.607
-0.042,0.773,0.897,4.272,6.897,29.297
-0.058,0.811,0.921,6.287,6.348,23.743
-0.046,0.779,0.874,8.728,7.141,17.578
-0.029,0.793,0.783,9.460,10.498,11.963
-0.043,0.773,0.760,8.850,7.507,7.385
-0.037,0.762,0.782,7.629,2.869,2.075
-0.034,0.760,0.760,8.972,1.099,-1.526
-0.029,0.755,0.737,11.169,-1.282,-5.371
-0.027,0.752,0.754,11.597,-4.333,-9.583
-0.024,0.747,0.811,11.780,-7.080,-14.404
-0.017,0.750,0.818,13.184,-7.751,-19.531
-0.000,0.750,0.786,14.038,-7.629,-25.391
0.008,0.734,0.773,11.902,-8.240,-31.921
0.023,0.678,0.759,7.812,-9.399,-38.086
-0.037,0.632,0.770,5.310,-17.090,-43.335
-0.025,0.597,0.870,4.761,-19.714,-48.157
-0.049,0.562,0.841,7.507,-13.000,-51.025
-0.072,0.527,0.887,9.521,-14.526,-54.321
-0.087,0.496,0.891,12.512,-15.442,-57.983
-0.084,0.485,0.924,13.184,-15.076,-61.157
-0.078,0.440,0.916,13.794,-14.771,-64.880
-0.078,0.365,0.901,14.771,-14.038,-69.031
-0.080,0.301,0.896,15.259,-14.343,-71.838
-0.087,0.256,0.887,15.930,-14.648,-73.669
-0.102,0.218,0.880,15.442,-15.503,-74.707
-0.118,0.189,0.909,15.137,-17.090,-76.172
-0.131,0.153,0.966,14.709,-18.555,-77.698
-0.122,0.127,1.007,14.832,-18.555,-78.491
-0.103,0.110,1.021,17.090,-16.907,-79.651
-0.085,0.093,0.982,20.630,-14.954,-81.665
-0.069,0.079,0.935,22.095,-13.428,-83.435
-0.066,0.035,0.915,20.386,-13.550,-85.144
-0.061,0.005,0.906,17.090,-13.916,-86.121
-0.077,-0.012,0.931,12.573,-14.709,-86.182
-0.084,-0.063,0.964,10.498,-15.564,-86.243
-0.085,-0.095,1.007,12.268,-16.357,-85.938
-0.075,-0.102,1.030,15.076,-15.808,-84.534
-0.068,-0.112,1.018,18.188,-14.282,-83.740
-0.072,-0.135,1.001,20.264,-13.428,-83.496
-0.066,-0.154,1.003,22.217,-12.817,-82.947
-0.062,-0.166,1.018,23.804,-12.573,-81.665
-0.057,-0.160,1.069,25.696,-14.160,-80.200
-0.056,-0.195,1.051,28.625,-11.719,-78.674
-0.049,-0.226,0.998,31.677,-8.667,-77.576
-0.052,-0.259,1.013,32.532,-8.728,-77.026

-0.057,-0.342,1.005,32.166,-7.935,-75.500
-0.062,-0.380,1.014,30.762,-7.507,-73.669
