aX,aY,aZ,gX,gY,gZ
-0.228,-0.343,1.018,23.132,-98.816,-29.419
-0.246,-0.395,1.000,21.606,-94.727,-29.297
-0.262,-0.411,0.968,17.944,-90.698,-27.039
-0.270,-0.377,0.997,14.648,-89.844,-25.208
-0.264,-0.390,0.989,13.489,-89.905,-25.696
-0.294,-0.332,1.070,8.728,-89.233,-25.635
-0.305,-0.333,1.038,3.906,-85.632,-25.208

-0.329,-0.388,1.147,3.601,-87.585,-26.917
-0.371,-0.400,1.172,4.150,-85.144,-24.719
-0.383,-0.406,1.235,4.700,-84.351,-24.170
-0.386,-0.389,1.217,5.066,-80.566,-22.461
-0.389,-0.392,1.233,3.601,-77.881,-21.423
-0.403,-0.413,1.357,0.305,-77.637,-21.606
-0.416,-0.413,1.448,-3.113,-75.745,-19.653
-0.425,-0.364,1.511,-3.113,-70.679,-16.541
-0.429,-0.355,1.522,2.380,-65.552,-15.686
-0.449,-0.344,1.491,7.080,-60.486,-15.503
-0.467,-0.354,1.455,7.568,-55.908,-15.625
-0.477,-0.379,1.477,5.798,-52.124,-15.625
-0.481,-0.442,1.484,5.432,-47.974,-14.954
-0.493,-0.498,1.484,5.615,-43.762,-12.817
-0.502,-0.486,1.544,3.357,-41.565,-9.705
-0.509,-0.484,1.543,4.211,-37.537,-6.958
-0.508,-0.480,1.484,6.836,-32.349,-3.967
-0.504,-0.455,1.437,7.507,-28.320,-1.953
-0.490,-0.467,1.385,6.653,-25.024,-1.404
-0.475,-0.472,1.374,3.723,-21.790,0.122
-0.469,-0.476,1.414,-1.160,-18.738,2.625
-0.473,-0.448,1.447,-2.930,-16.052,5.066
-0.465,-0.412,1.496,0.610,-14.526,5.981
-0.447,-0.368,1.535,4.089,-12.085,6.287
-0.423,-0.348,1.584,5.005,-7.385,5.798
-0.410,-0.341,1.575,3.174,0.549,5.249
-0.415,-0.358,1.516,-0.916,9.521,4.639
-0.423,-0.383,1.471,-5.859,17.273,4.700
-0.428,-0.427,1.431,-8.484,22.339,5.432
-0.431,-0.436,1.395,-9.094,26.184,6.775
-0.419,-0.420,1.383,-9.338,28.809,8.484
-0.403,-0.420,1.373,-8.789,30.762,9.460
-0.395,-0.410,1.373,-9.460,33.081,11.108
-0.402,-0.400,1.380,-11.597,36.438,13.306
-0.412,-0.379,1.413,-13.428,39.673,15.381
-0.415,-0.363,1.435,-12.695,42.969,17.151
-0.419,-0.350,1.434,-10.254,46.753,18.616
-0.413,-0.313,1.435,-9.277,50.659,19.958
-0.404,-0.285,1.396,-7.996,55.054,20.020
-0.398,-0.293,1.349,-7.874,59.326,19.287
-0.399,-0.306,1.333,-9.827,62.744,18.982
-0.401,-0.306,1.318,-11.292,65.796,18.982
-0.398,-0.292,1.301,-11.902,68.420,19.470
-0.383,-0.295,1.291,-11.353,70.251,18.799
-0.370,-0.323,1.269,-10.010,72.937,18.250
-0.376,-0.359,1.203,-9.216,76.538,18.921
-0.379,-0.373,1.155,-10.071,78.796,21.057
-0.366,-0.326,1.167,-10.986,79.163,23.010
-0.344,-0.310,1.152,-8.728,79.651,23.560
-0.324,-0.309,1.132,-7.568,81.604,23.865
-0.312,-0.296,1.115,-9.155,84.290,24.414
-0.298,-0.292,1.089,-10.742,86.975,24.780
-0.279,-0.291,1.083,-9.949,88.379,24.719
-0.261,-0.306,1.023,-7.751,90.454,25.146
-0.237,-0.305,0.990,-6.897,92.285,26.489
-0.199,-0.284,0.960,-6.470,93.140,27.527
-0.170,-0.278,0.898,-6.287,94.666,28.259
-0.148,-0.253,0.856,-8.240,95.276,28.992
-0.126,-0.261,0.814,-9.521,94.910,28.748
-0.094,-0.253,0.770,-8.484,93.750,28.259
-0.053,-0.234,0.731,-6.104,91.492,27.527
-0.013,-0.210,0.662,-3.784,90.027,26.428
0.039,-0.203,0.640,-5.066,87.891,24.414
0.068,-0.185,0.606,-8.850,86.243,23.376
0.086,-0.178,0.595,-12.024,84.229,22.583
0.114,-0.165,0.599,-12.390,81.421,22.156
0.161,-0.127,0.610,-9.888,78.186,22.217
0.190,-0.108,0.557,-5.066,75.928,21.545
0.231,-0.089,0.490,-0.183,73.669,19.836
0.276,-0.096,0.422,4.639,70.129,17.090
0.305,-0.107,0.392,5.920,65.735,15.686
0.328,-0.114,0.373,3.967,61.890,14.832
0.348,-0.132,0.381,2.930,57.800,13.550
0.365,-0.124,0.381,-0.671,54.810,13.184
0.372,-0.112,0.366,-4.578,52.673,12.695
0.391,-0.113,0.365,-6.287,49.377,11.536
0.412,-0.090,0.379,-7.507,45.532,10.376
0.431,-0.065,0.420,-8.240,42.358,9.583
0.442,-0.057,0.456,-7.935,39.734,8.667
0.457,-0.066,0.456,-5.310,38.086,7.507
0.461,-0.034,0.415,-3.174,36.865,6.897
0.458,-0.025,0.343,-0.671,34.790,5.432
0.463,-0.055,0.281,1.526,30.640,2.686
0.465,-0.062,0.245,1.282,25.146,0.977
0.475,-0.064,0.228,0.732,19.043,-0.122
0.480,-0.070,0.239,0.427,12.756,-1.038
0.473,-0.069,0.246,-1.404,8.301,-1.099
0.462,-0.077,0.262,-1.587,4.089,-0.916
0.475,-0.069,0.272,0.854,-0.244,-0.732
0.489,-0.052,0.239,4.944,-4.211,-0.793
0.502,-0.033,0.213,7.263,-8.240,-1.709
0.508,-0.042,0.205,5.920,-12.512,-2.930
0.510,-0.007,0.223,0.854,-15.808,-3.418
0.508,-0.020,0.253,-3.052,-20.020,-4.761
0.501,-0.048,0.309,-4.761,-24.719,-6.287
0.488,-0.035,0.373,-6.287,-28.748,-6.409
0.462,-0.038,0.407,-4.578,-32.410,-7.019
0.433,-0.073,0.428,-0.610,-36.194,-8.789
0.401,-0.087,0.454,2.808,-39.917,-9.521
0.375,-0.098,0.499,6.531,-43.823,-9.705
0.349,-0.102,0.518,10.620,-46.570,-9.949
0.337,-0.101,0.509,13.916,-48.279,-10.193
0.318,-0.129,0.507,15.015,-50.415,-11.108
0.279,-0.134,0.532,12.146,-52.551,-11.719
0.248,-0.146,0.551,8.667,-54.321,-12.817
0.221,-0.151,0.591,7.202,-56.885,-14.160
0.203,-0.199,0.610,8.789,-59.387,-15.747
0.196,-0.214,0.632,9.888,-61.523,-15.930
0.204,-0.216,0.635,11.230,-63.416,-15.747
0.208,-0.202,0.630,11.536,-64.758,-15.442
0.189,-0.205,0.635,9.399,-66.772,-15.808
0.161,-0.214,0.663,6.104,-69.519,-16.602
0.135,-0.238,0.709,4.333,-72.144,-17.944
0.099,-0.274,0.761,4.272,-74.463,-18.860
0.060,-0.284,0.787,5.493,-75.562,-18.860
0.038,-0.280,0.803,7.812,-76.294,-18.372
0.020,-0.254,0.820,9.033,-76.721,-18.127
-0.003,-0.278,0.846,10.132,-77.454,-18.433
-0.025,-0.282,0.867,10.376,-77.881,-19.165

-0.050,-0.278,0.858,9.888,-77.637,-20.386
-0.088,-0.295,0.875,7.507,-78.186,-20.569
-0.097,-0.311,0.922,6.104,-78.796,-20.508
-0.107,-0.344,0.957,6.226,-79.407,-20.264
-0.119,-0.356,0.959,7.019,-78.552,-19.104
-0.109,-0.331,0.977,8.606,-78.918,-18.250
-0.126,-0.318,0.990,11.414,-80.139,-18.127
-0.166,-0.305,0.997,13.062,-80.627,-18.372
-0.207,-0.309,1.020,12.024,-80.383,-18.738
-0.271,-0.312,1.037,9.583,-78.857,-18.188
-0.289,-0.293,1.014,7.263,-75.195,-18.127
-0.318,-0.313,1.036,5.554,-71.472,-17.944
-0.309,-0.345,1.051,6.531,-73.486,-19.104
-0.289,-0.372,0.978,9.583,-68.848,-18.005
-0.280,-0.427,0.878,6.958,-64.453,-16.113
-0.272,-0.435,0.901,0.671,-64.758,-13.977
-0.282,-0.420,0.953,-3.235,-67.688,-12.451
-0.313,-0.420,0.996,-3.479,-70.129,-11.169
-0.336,-0.361,1.140,-4.700,-73.792,-9.888
-0.340,-0.295,1.298,-4.883,-75.745,-8.545
-0.363,-0.250,1.359,-2.441,-72.571,-8.057
-0.374,-0.259,1.397,-0.427,-66.650,-8.606
-0.370,-0.305,1.362,1.282,-58.655,-8.911
-0.380,-0.308,1.401,0.305,-53.345,-8.240
-0.379,-0.292,1.427,-0.061,-48.584,-7.568
-0.392,-0.278,1.414,0.061,-43.213,-7.629
-0.418,-0.302,1.374,-1.404,-37.537,-8.484
-0.443,-0.310,1.359,-6.104,-33.447,-8.423
-0.458,-0.312,1.364,-11.414,-30.396,-8.362
-0.469,-0.329,1.398,-15.259,-27.588,-8.179
-0.460,-0.365,1.370,-16.052,-24.353,-7.202
-0.452,-0.369,1.397,-15.808,-24.231,-6.531
-0.445,-0.338,1.456,-16.357,-23.499,-4.944
-0.443,-0.300,1.514,-17.029,-20.203,-2.808
-0.447,-0.275,1.548,-13.184,-16.418,-1.831
-0.450,-0.275,1.557,-8.057,-12.817,-1.587
-0.452,-0.294,1.529,-2.747,-8.484,-1.587
-0.442,-0.326,1.526,0.977,-5.371,-1.404
-0.434,-0.348,1.538,3.601,-2.136,-0.549
-0.436,-0.370,1.536,4.578,1.892,1.221
-0.446,-0.397,1.533,5.798,6.104,2.869
-0.443,-0.390,1.527,6.409,9.766,4.578
-0.439,-0.351,1.517,5.493,14.160,5.920
-0.433,-0.338,1.512,2.869,18.555,5.798
-0.437,-0.363,1.501,-0.610,23.865,5.249
-0.442,-0.380,1.518,-4.883,28.870,5.432
-0.445,-0.403,1.511,-5.798,33.630,6.165
-0.441,-0.416,1.498,-3.845,38.147,7.812
-0.437,-0.411,1.452,-1.770,42.786,10.254
-0.429,-0.390,1.388,0.549,46.936,12.390
-0.413,-0.391,1.336,2.197,49.927,13.611
-0.398,-0.382,1.290,2.075,52.429,14.893
-0.380,-0.348,1.268,0.427,55.298,15.991
-0.363,-0.326,1.231,-0.977,57.678,16.602
-0.340,-0.302,1.204,-2.625,60.242,16.541
-0.325,-0.292,1.158,-5.127,62.805,16.235
-0.298,-0.264,1.156,-8.850,64.941,16.052
-0.284,-0.255,1.133,-12.573,67.261,15.869
-0.275,-0.262,1.093,-15.381,70.251,14.771
-0.266,-0.286,1.054,-16.602,71.960,13.855
-0.249,-0.279,1.046,-16.724,72.571,14.099
-0.229,-0.258,1.040,-15.137,72.449,14.160
-0.220,-0.248,1.024,-12.451,72.632,13.672
-0.216,-0.261,0.987,-11.658,73.364,13.489
-0.210,-0.260,0.980,-12.878,73.547,13.672
-0.199,-0.267,0.956,-12.573,72.937,13.977
-0.190,-0.259,0.924,-11.292,72.449,14.160
-0.165,-0.255,0.911,-10.254,71.167,13.916
-0.145,-0.254,0.896,-10.193,70.557,13.672
-0.125,-0.244,0.917,-12.634,70.007,13.794
-0.110,-0.248,0.897,-14.343,70.190,13.611
-0.103,-0.236,0.870,-15.869,70.313,13.977
-0.084,-0.204,0.901,-17.212,68.726,14.526
-0.066,-0.175,0.944,-16.724,67.505,14.282
-0.035,-0.149,0.967,-14.099,67.688,13.916
-0.017,-0.146,0.917,-10.925,69.153,13.306
-0.001,-0.140,0.852,-9.277,70.679,12.634
0.011,-0.123,0.821,-8.423,69.641,11.658
0.027,-0.102,0.790,-7.446,67.810,10.986
0.050,-0.107,0.775,-6.897,65.613,9.766
0.067,-0.135,0.769,-6.592,63.232,8.789
0.076,-0.127,0.761,-7.080,61.768,9.033
0.083,-0.127,0.744,-5.859,60.120,9.216
0.093,-0.113,0.739,-3.723,57.922,9.338
0.117,-0.099,0.739,-0.732,55.481,8.850
0.125,-0.108,0.732,1.099,53.833,7.874
0.126,-0.123,0.709,0.549,53.711,6.958
0.126,-0.159,0.674,1.404,53.223,6.470
0.142,-0.134,0.649,2.563,51.941,7.019
0.167,-0.128,0.583,4.700,50.476,6.714
0.199,-0.133,0.555,3.845,48.828,5.859
0.230,-0.130,0.515,2.319,47.363,5.066
0.244,-0.145,0.475,0.732,45.105,4.272
0.260,-0.156,0.461,-2.625,43.091,4.089
0.286,-0.140,0.451,-4.272,40.039,4.517
0.314,-0.127,0.426,-2.014,36.560,4.456
0.330,-0.139,0.396,0.183,32.898,4.089
0.342,-0.144,0.404,-0.549,29.724,4.150
0.351,-0.164,0.407,-0.854,26.794,4.578
0.368,-0.191,0.387,-0.549,24.841,5.615
0.385,-0.168,0.372,-0.244,22.034,6.836
0.399,-0.138,0.349,-0.244,19.897,7.690
0.417,-0.110,0.339,-2.686,18.188,7.568
0.418,-0.115,0.327,-6.104,16.235,6.653
0.419,-0.140,0.323,-8.972,13.855,5.676
0.422,-0.151,0.336,-10.010,10.559,5.371
0.424,-0.162,0.312,-8.362,7.019,5.432
0.436,-0.153,0.318,-7.019,2.930,6.104
0.451,-0.135,0.333,-6.409,-1.953,6.653
0.450,-0.121,0.357,-5.737,-6.042,6.897
0.441,-0.125,0.374,-4.333,-9.521,6.897
0.430,-0.144,0.382,-3.357,-12.634,7.080
0.435,-0.158,0.409,-3.113,-15.869,7.690
0.434,-0.144,0.442,-2.380,-19.592,8.301
0.422,-0.140,0.446,-0.854,-23.132,8.545
0.409,-0.144,0.467,-0.671,-26.123,8.728
0.392,-0.140,0.492,-1.099,-29.053,9.338
0.367,-0.120,0.512,-1.526,-31.982,9.644
0.340,-0.126,0.531,-0.732,-35.034,8.484

0.304,-0.162,0.569,-1.160,-39.917,7.263
0.282,-0.152,0.589,-2.747,-42.053,7.263
0.299,-0.155,0.608,-2.991,-45.105,6.775
0.301,-0.159,0.650,-3.845,-48.828,5.737
0.269,-0.145,0.701,-7.446,-52.002,5.005
0.225,-0.162,0.767,-11.475,-54.749,3.906
0.184,-0.166,0.855,-14.893,-56.458,3.235
0.133,-0.155,0.900,-16.785,-56.458,3.662
0.098,-0.197,0.900,-14.404,-55.847,3.601
0.070,-0.201,0.926,-12.939,-55.481,4.028
0.059,-0.184,0.915,-11.597,-54.749,5.920
0.098,-0.186,0.879,-8.606,-54.565,6.165
0.118,-0.191,0.869,-6.958,-57.068,6.042
0.111,-0.145,0.897,-8.301,-60.303,6.287
0.102,-0.102,0.926,-9.949,-62.622,6.348
0.090,-0.040,0.978,-12.329,-64.270,6.042
0.072,-0.012,1.035,-12.817,-65.552,4.517
0.054,-0.016,1.057,-13.123,-64.636,2.502
0.042,-0.028,1.047,-13.550,-61.584,0.427
0.036,-0.071,1.005,-14.099,-58.350,-1.648
0.025,-0.121,0.963,-14.404,-56.763,-3.113
0.055,-0.109,0.890,-13.245,-55.969,-4.211
0.084,-0.134,0.808,-12.329,-56.152,-5.554
0.077,-0.104,0.818,-17.273,-62.500,-7.690
0.078,-0.120,0.807,-23.987,-61.951,-8.728
0.064,-0.128,0.849,-31.677,-60.730,-9.705
0.041,-0.111,0.917,-37.903,-61.646,-10.559
0.019,-0.101,0.980,-40.527,-62.683,-10.681
-0.001,-0.084,1.047,-39.124,-63.904,-10.498
-0.017,-0.070,1.142,-34.546,-64.453,-10.559
-0.038,-0.078,1.202,-28.809,-62.439,-10.559
-0.061,-0.079,1.185,-23.071,-56.641,-10.010
-0.082,-0.052,1.127,-19.043,-50.171,-9.460
-0.094,-0.064,0.971,-14.648,-44.983,-10.864
-0.076,-0.092,0.796,-14.099,-43.091,-13.916
-0.113,-0.075,0.859,-22.095,-46.753,-15.930
-0.114,-0.079,0.925,-26.550,-51.025,-16.968
-0.135,-0.159,0.996,-24.536,-52.307,-16.052
-0.143,-0.169,1.036,-22.400,-53.589,-12.939
-0.142,-0.103,1.086,-18.250,-53.345,-9.399
-0.131,-0.085,1.032,-10.315,-51.392,-7.812
-0.142,-0.125,0.959,-5.676,-48.950,-6.958
-0.154,-0.063,1.001,-9.949,-47.974,-4.395
-0.167,0.058,1.067,-12.207,-49.438,-3.967
-0.167,0.048,1.136,-5.615,-53.040,-6.836
-0.176,-0.007,1.218,0.793,-54.749,-9.521
-0.190,-0.010,1.272,1.587,-51.392,-9.399
-0.210,-0.009,1.297,2.686,-46.143,-8.667
-0.237,-0.001,1.255,5.188,-40.283,-8.423
-0.267,-0.013,1.146,7.263,-35.339,-9.155
-0.296,-0.038,1.091,5.859,-33.691,-9.399
-0.327,-0.046,1.120,2.991,-35.156,-9.277
-0.360,-0.043,1.179,1.953,-37.842,-8.911
-0.370,-0.069,1.248,5.737,-40.649,-9.338
-0.376,-0.089,1.333,10.132,-41.931,-8.789
-0.394,-0.075,1.436,10.376,-39.063,-6.165
-0.413,-0.083,1.544,11.108,-33.752,-3.113
-0.416,-0.053,1.602,17.822,-27.466,-1.709
-0.417,-0.015,1.610,26.245,-20.203,-1.038
-0.417,0.034,1.599,26.184,-11.230,-1.099
-0.432,0.067,1.541,21.362,-1.953,-2.319
-0.448,0.031,1.543,16.602,2.930,-4.761
-0.461,-0.037,1.597,12.573,5.676,-5.737
-0.488,-0.070,1.648,11.658,9.216,-4.272
-0.505,-0.080,1.643,14.648,13.245,-1.648
-0.498,-0.083,1.694,18.433,14.771,-0.549
-0.489,-0.060,1.756,21.362,16.052,0.305
-0.473,-0.059,1.757,27.588,20.874,0.977
-0.456,-0.072,1.789,30.945,25.879,1.099
-0.457,-0.052,1.777,30.457,33.264,1.709
-0.460,-0.080,1.680,30.701,42.236,0.732
-0.451,-0.111,1.614,28.870,49.011,-0.671
-0.440,-0.160,1.539,27.466,54.138,-1.160
-0.434,-0.177,1.481,24.841,58.533,-0.366
-0.427,-0.180,1.424,22.461,61.523,0.854
-0.420,-0.211,1.362,23.376,63.049,1.099
-0.401,-0.237,1.320,24.353,63.293,2.014
-0.384,-0.233,1.276,23.865,63.782,4.089
-0.361,-0.232,1.239,23.193,64.453,5.981
-0.335,-0.213,1.243,21.729,65.247,6.958
-0.312,-0.212,1.205,20.264,67.871,7.812
-0.295,-0.228,1.129,19.836,71.411,8.057
-0.275,-0.218,1.055,17.883,74.036,8.057
-0.243,-0.225,0.996,16.541,75.806,7.690
-0.215,-0.257,0.917,14.526,77.087,7.507
-0.196,-0.249,0.863,10.010,77.515,8.789
-0.156,-0.272,0.840,5.981,75.806,9.949
-0.139,-0.270,0.838,1.282,74.402,12.085
-0.105,-0.216,0.879,-4.395,73.425,14.038
-0.084,-0.214,0.882,-3.906,72.388,13.428
-0.070,-0.242,0.873,-2.075,72.937,12.817
-0.037,-0.182,0.858,-4.089,74.463,14.343
-0.007,-0.110,0.837,-5.798,75.928,14.709
0.011,-0.077,0.810,-8.301,77.698,13.123
0.011,-0.078,0.788,-11.597,80.933,10.559
-0.065,-0.065,0.842,-12.878,89.111,7.507
-0.010,-0.109,0.843,-7.080,117.554,-0.183
0.049,-0.183,0.737,3.479,145.264,-8.728
0.056,-0.241,0.627,11.780,151.672,-11.658
0.080,-0.241,0.598,16.541,142.639,-15.869
0.070,-0.221,0.656,22.583,130.005,-16.541
0.083,-0.244,0.553,29.663,128.174,-4.211
0.076,-0.212,0.447,32.227,136.658,0.854
0.104,-0.246,0.280,33.936,144.104,2.136
0.155,-0.288,0.202,29.785,135.742,5.554
0.206,-0.279,0.146,22.339,119.568,10.376
0.262,-0.278,0.064,13.489,93.872,14.587
0.296,-0.297,0.040,-0.549,56.091,19.409
0.284,-0.244,0.104,-19.104,15.198,27.893
0.317,-0.216,0.089,-25.452,-8.789,34.058
0.326,-0.182,0.101,-22.766,-23.315,35.339
0.375,-0.142,0.113,-17.761,-24.658,36.865
0.448,-0.066,0.061,-10.498,-16.541,39.185
0.484,-0.003,0.064,-3.906,-14.587,38.757
0.537,0.031,0.039,4.456,-12.024,33.081
0.596,0.070,0.054,7.446,-9.705,29.663
0.599,0.127,0.099,1.709,-13.184,28.503
0.595,0.153,0.147,-7.935,-16.174,26.306
0.599,0.190,0.287,-20.081,-23.010,24.353

0.558,0.259,0.482,-27.100,-31.677,17.029
0.538,0.241,0.519,-25.818,-36.499,13.367
0.507,0.211,0.557,-26.550,-42.419,10.681
0.464,0.182,0.596,-27.161,-46.631,9.155
0.421,0.127,0.636,-25.574,-50.659,8.057
0.373,0.075,0.661,-22.217,-51.880,7.080
0.324,0.055,0.662,-18.677,-51.880,6.592
0.271,0.055,0.660,-15.808,-50.781,5.615
0.231,0.031,0.649,-13.733,-50.110,3.357
0.207,0.043,0.655,-10.925,-49.194,0.732
0.206,0.004,0.701,-10.437,-53.406,-1.282
0.204,-0.032,0.781,-11.658,-56.213,-2.563
0.165,-0.063,0.847,-10.620,-54.871,-5.859
0.165,-0.088,0.958,-9.155,-54.993,-7.324
0.161,-0.085,0.960,-3.174,-50.476,-7.629
0.160,-0.055,0.904,2.808,-47.974,-8.240
0.167,-0.049,0.837,5.371,-46.082,-9.644
0.147,-0.083,0.774,3.723,-46.631,-10.925
0.118,-0.105,0.801,-2.380,-48.218,-11.292
0.100,-0.135,0.862,-7.324,-49.866,-11.108
0.081,-0.163,0.901,-6.409,-50.537,-10.620
0.075,-0.159,0.920,-2.747,-50.476,-9.460
0.082,-0.154,0.881,2.808,-49.744,-8.728
0.091,-0.167,0.813,7.202,-48.645,-8.667
0.104,-0.171,0.751,8.362,-49.988,-9.338
0.129,-0.137,0.725,5.920,-52.124,-10.193
0.102,-0.065,0.770,-1.221,-55.603,-10.132
0.070,-0.015,0.835,-8.545,-59.082,-11.597
0.033,-0.034,0.892,-11.536,-61.829,-14.404
-0.005,-0.079,0.945,-10.986,-63.965,-16.418
-0.036,-0.112,1.012,-8.545,-66.650,-16.174
-0.053,-0.119,1.096,-3.662,-68.237,-14.526
-0.064,-0.156,1.136,3.540,-67.505,-13.184
-0.074,-0.185,1.085,11.902,-63.538,-11.047
-0.041,-0.165,1.000,18.372,-59.387,-9.033
-0.030,-0.139,0.928,21.545,-57.556,-9.338
-0.042,-0.093,0.889,18.188,-56.396,-9.766
-0.044,-0.048,0.947,7.690,-56.030,-10.437
-0.069,-0.035,0.967,-1.526,-55.847,-12.573
-0.097,-0.080,0.974,-7.019,-54.993,-16.602
-0.138,-0.152,1.002,-12.268,-54.993,-19.043
-0.190,-0.176,1.073,-17.517,-55.359,-17.639
-0.205,-0.204,1.156,-16.968,-55.786,-14.099
-0.218,-0.221,1.201,-7.690,-56.274,-11.230
-0.207,-0.178,1.199,2.747,-54.871,-7.141
-0.187,-0.171,1.145,13.123,-51.880,-5.737
-0.194,-0.160,1.040,18.921,-49.194,-5.310
-0.220,-0.152,0.963,17.700,-48.340,-5.493
-0.225,-0.124,1.018,9.766,-50.781,-6.226
-0.239,-0.117,1.039,2.502,-51.086,-6.104
-0.251,-0.190,1.089,-3.418,-49.561,-6.470
-0.267,-0.179,1.175,-8.606,-47.974,-5.127
-0.260,-0.157,1.199,-8.240,-44.312,-2.686
-0.254,-0.148,1.219,-2.808,-42.236,-1.953
-0.249,-0.134,1.235,2.991,-41.016,-1.465
-0.241,-0.133,1.250,6.409,-38.635,-0.549
-0.243,-0.107,1.229,6.348,-34.912,0.977
-0.255,-0.088,1.171,5.066,-31.250,1.709
-0.268,-0.090,1.156,3.052,-30.579,1.099
-0.279,-0.084,1.154,0.732,-31.189,0.610
-0.286,-0.109,1.154,0.122,-31.799,-0.061
-0.296,-0.142,1.234,0.122,-34.119,-0.977
-0.289,-0.108,1.351,0.671,-34.485,0.488
-0.268,-0.087,1.404,5.310,-31.677,1.221
-0.257,-0.068,1.400,9.583,-26.978,1.221
-0.256,-0.038,1.365,10.010,-21.240,0.916
-0.267,-0.071,1.367,6.775,-16.663,-0.061
-0.283,-0.097,1.430,1.953,-13.489,-0.366
-0.297,-0.115,1.459,1.770,-10.071,0.183
-0.307,-0.125,1.481,5.310,-6.897,0.488
-0.311,-0.117,1.488,8.301,-3.845,1.465
-0.311,-0.121,1.474,11.230,-0.671,2.502
-0.321,-0.117,1.484,11.658,1.282,2.991
-0.320,-0.120,1.494,11.292,4.089,3.784
-0.323,-0.104,1.533,10.498,5.859,3.662
-0.328,-0.134,1.507,11.841,8.911,2.625
-0.333,-0.164,1.556,11.597,10.742,2.075
-0.333,-0.162,1.616,10.010,14.160,3.174
-0.332,-0.150,1.648,10.559,18.677,4.028
-0.325,-0.133,1.640,13.550,24.475,4.456
-0.320,-0.154,1.604,15.869,30.273,4.395
-0.321,-0.161,1.585,17.090,34.912,5.005
-0.323,-0.140,1.599,17.761,38.452,5.859
-0.325,-0.139,1.562,20.325,42.847,5.615
-0.327,-0.179,1.496,22.644,47.974,4.578
-0.330,-0.198,1.431,21.057,52.856,5.188
-0.328,-0.214,1.375,19.043,56.946,6.226
-0.328,-0.241,1.312,18.494,60.120,6.958
-0.318,-0.234,1.252,18.433,62.317,7.874
-0.301,-0.242,1.177,18.311,63.965,8.667
-0.285,-0.235,1.126,16.296,64.697,9.521
-0.270,-0.248,1.105,13.367,64.331,9.949
-0.261,-0.251,1.137,9.705,64.270,10.986
-0.245,-0.253,1.171,7.751,64.941,11.902
-0.223,-0.241,1.129,10.498,67.505,12.512
-0.197,-0.185,1.071,12.390,70.496,13.245
-0.172,-0.195,0.988,12.756,73.059,11.597
-0.154,-0.255,0.922,9.583,75.745,10.498
-0.157,-0.283,0.895,3.479,77.576,11.047
-0.132,-0.281,0.903,-0.244,78.491,12.695
-0.122,-0.258,0.878,0.244,78.918,13.916
-0.102,-0.229,0.848,2.136,78.186,14.954
-0.087,-0.223,0.830,2.625,76.843,15.259
-0.067,-0.182,0.830,0.305,76.721,16.113
-0.048,-0.160,0.803,-0.244,76.172,15.991
-0.023,-0.202,0.777,2.625,74.707,14.343
0.000,-0.213,0.749,4.700,73.425,13.855
0.021,-0.187,0.724,5.310,72.693,14.587
0.044,-0.177,0.663,6.104,71.899,13.855
0.067,-0.218,0.564,6.653,70.923,12.329
0.092,-0.209,0.518,2.014,68.237,12.878
0.109,-0.158,0.566,-5.432,62.744,13.489
0.140,-0.142,0.578,-8.850,57.434,13.000
0.160,-0.152,0.581,-11.230,52.368,12.268
0.173,-0.122,0.619,-16.663,47.424,11.963
0.198,-0.110,0.682,-20.691,43.213,11.047
0.204,-0.117,0.731,-19.348,40.894,9.521
0.197,-0.129,0.695,-14.832,42.114,9.766
0.193,-0.101,0.646,-10.254,42.236,9.949

0.216,-0.062,0.551,-3.296,39.673,7.751
0.229,-0.085,0.464,-1.953,38.879,6.531
0.249,-0.118,0.407,-3.235,35.828,4.944
0.267,-0.116,0.373,-6.042,32.776,4.761
0.284,-0.117,0.357,-7.568,29.358,5.310
0.299,-0.106,0.369,-8.850,25.696,5.798
0.307,-0.095,0.391,-9.033,21.667,6.531
0.320,-0.075,0.409,-6.470,17.334,7.202
0.347,-0.070,0.421,-2.747,13.550,7.324
0.363,-0.046,0.421,-0.488,10.559,7.874
0.383,-0.056,0.386,0.916,8.850,7.568
0.395,-0.048,0.351,0.366,6.775,7.385
0.409,-0.025,0.351,-1.709,3.967,7.019
0.419,-0.020,0.360,-3.357,0.305,5.432
0.400,-0.021,0.334,-4.761,-2.808,4.150
0.392,-0.015,0.346,-7.874,-6.226,3.357
0.393,-0.000,0.376,-9.399,-10.925,2.808
0.383,0.004,0.405,-8.667,-16.113,1.831
0.376,-0.006,0.455,-7.324,-21.179,0.671
0.373,-0.042,0.488,-4.639,-25.024,-0.122
0.352,-0.066,0.515,-2.563,-27.466,-0.061
0.327,-0.042,0.532,-1.648,-29.175,0.793
0.311,-0.030,0.508,1.343,-30.762,0.549
0.304,-0.022,0.501,3.235,-33.386,-0.488
0.295,-0.008,0.508,2.258,-36.133,-1.709
0.279,-0.027,0.520,0.732,-39.246,-3.601
0.258,-0.057,0.542,-1.099,-41.748,-5.554
0.236,-0.079,0.573,-3.662,-44.067,-6.775
0.209,-0.100,0.585,-4.395,-45.593,-7.690
0.193,-0.132,0.587,-4.028,-47.485,-8.240
0.181,-0.137,0.595,-4.089,-49.744,-7.996
0.169,-0.112,0.633,-4.822,-53.955,-7.202
0.172,-0.086,0.676,-4.456,-58.044,-7.751
0.156,-0.084,0.701,-3.845,-60.425,-8.606
